"","title","publishedAt","site"
"1211","National Guard making impact at US-Mexico line, Customs and Border Protection agency says","2018-05-10T08:37:53Z","fox"
"1212","Senior lawmaker says UK to apologize to Libyan dissident","2018-05-10T08:37:39Z","fox"
"1213","Trump-Kim summit may take place in Singapore","2018-05-10T08:12:26Z","fox"
"1214","Freed hostages thank Trump for release","2018-05-10T08:10:06Z","fox"
"1215","Victoria Toensing: Senate should defend constitutional powers of Trump -- not Mueller - Fox News","2018-05-10T08:04:23Z","fox"
"1216","Trainer, 2 others get life bans in Aussie horse doping case","2018-05-10T07:34:58Z","fox"
"1217","Bolton pushes to abolish White House cyber role as Dems fear foreign hackers","2018-05-10T07:24:00Z","fox"
"1218","Trump greets American detainees freed from North Korea","2018-05-10T07:14:22Z","fox"
"1219","President Trump: This is a special night","2018-05-10T07:13:13Z","fox"
"1220","Freed North Korean prisoners arrive at Joint Base Andrews","2018-05-10T07:05:31Z","fox"
"1221","Officials: 21 bodies recovered after dam burst in Kenya","2018-05-10T06:53:06Z","fox"
"1222","Israel strikes 'nearly all' Iranian infrastructure in Syria after Iran rocket attack, minister says","2018-05-10T06:45:00Z","fox"
"1223","Iraq's Sunnis wary but hopeful about upcoming election - Fox News","2018-05-10T06:39:38Z","fox"
"1224","Phares: North Koreans release signal after signal for change","2018-05-10T06:37:40Z","fox"
"1225","The Latest: Israel says 'nearly all' Iranian targets hit","2018-05-10T06:35:01Z","fox"
"1226","Trump arrives to greet freed North Korean prisoners","2018-05-10T06:26:25Z","fox"
"1227","In Yemen's Aden, a generation chewed up and spit out by war","2018-05-10T06:24:38Z","fox"
"1228","Trump's move likely to worsen Mideast proxy battles","2018-05-10T06:06:07Z","fox"
"1229","Tucker: Hypocrisy is the heart of modern liberalism","2018-05-10T05:49:09Z","fox"
"1230","Will the prisoner release affect the US-North Korea talks?","2018-05-10T05:38:57Z","fox"
"1231","Powerful dust storm, rain leaves 11 dead in northern India","2018-05-10T05:34:30Z","fox"
"1232","Hawaii's Kilauea volcano could be ready to blow, scientists say","2018-05-10T05:00:00Z","fox"
"1233","Israel strikes 'dozens' of Iranian targets in Syria","2018-05-10T04:59:25Z","fox"
"1234","Newborn hit by softball being treated at Mayo Clinic, shows signs of improvement","2018-05-10T04:41:31Z","fox"
"1235","Pentagon to release details of Niger ambush, response","2018-05-10T04:33:44Z","fox"
"1236","'I would do it again,' McCain writes about release of Steele dossier to FBI","2018-05-10T04:27:02Z","fox"
"1237","Rep. Lee Zeldin on the return of Americans from North Korea","2018-05-10T04:17:39Z","fox"
"1238","Does Trump get credit for diplomatic progress with NKorea?","2018-05-10T03:53:20Z","fox"
"1239","The Latest: Najib Razak concedes defeat in Malaysia election","2018-05-10T03:41:30Z","fox"
"1240","Militants who took over Indonesia detention center surrender","2018-05-10T03:34:32Z","fox"
"1241","Sen. Barrasso on North Korea, Iran and the Haspel hearing","2018-05-10T03:20:49Z","fox"
"1242","Flag-waving Malaysians cheer opposition election victory","2018-05-10T03:11:56Z","fox"
"1243","Man imprisoned in Vietnam for posting dissent on Facebook","2018-05-10T03:00:37Z","fox"
"1244","Santa Clarita joins opposition to California's sanctuary law","2018-05-10T03:00:29Z","fox"
"1245","Dinesh D'Souza: Rosie O'Donnell should be prosecuted - like I was - if she violated campaign finance law","2018-05-10T02:40:24Z","fox"
"1246","Avenatti accused of sharing info about wrong Michael Cohens","2018-05-10T02:36:41Z","fox"
"1247","Phares: Progress with NKorea is result of strategic moves","2018-05-10T02:24:14Z","fox"
"1248","Thousands join in latest anti-government march in Nicaragua","2018-05-10T02:20:07Z","fox"
"1249","Gorka: North Korea is model for how US should deal with Iran","2018-05-10T01:39:30Z","fox"
"1250","Oliver North: Israeli forces responded to Iranian missiles","2018-05-10T01:29:59Z","fox"
"1251","Hannity: Diplomatic progress with North Korea is no accident","2018-05-10T01:27:54Z","fox"
"1252","Senator Marco Rubio: Pulling Out Of Iran Deal “Completely Legal An Appropriate”","2018-05-10T01:26:50Z","fox"
"1253","Amy Schumer reportedly kicks up-and-coming comic off stage to do unannounced set","2018-05-10T01:05:52Z","fox"
"1254","Google vs PETA: How Google waged war on itself","2018-05-10T00:57:58Z","fox"
"1255","Benson and Harf 05/09/18","2018-05-10T00:45:00Z","fox"
"1256","Lawsuit challenges campus 'Bias Response Teams'","2018-05-10T00:44:53Z","fox"
"1257","Mexican state allows candidates to use nicknames on ballot","2018-05-10T00:41:41Z","fox"
"1258","Sen. McConnell On Productivity This Past (Election) Year “I Have A Thin Majority (50-49) Which Slows Things Down “","2018-05-10T00:32:47Z","fox"
"1259","Army hospital ear transplant surgery reportedly done with ear ‘grown’ in soldier’s arm","2018-05-10T00:31:58Z","fox"
"1260","Cohen leak: Private info now fair game in political warfare","2018-05-10T00:15:15Z","fox"
"1261","Can Trump reach a deal to denuclearize North Korea?","2018-05-10T00:11:39Z","fox"
"1262","What are prospects for long-term peace in Korean peninsula?","2018-05-10T00:11:04Z","fox"
"1263","Sanders: Activity in Israel shows Iran cannot be trusted","2018-05-09T23:50:22Z","fox"
"1264","Iran forces launch missiles at Israel from Syria, IDF says","2018-05-09T23:30:00Z","fox"
"1265","Rep. Jordan on Cohen's finances, the Mueller probe's scope","2018-05-09T23:26:18Z","fox"
"1266","Senator Joe Manchin Explains to Guy & Marie Why He Supports Gina Haspel & Trump’s Decision To Pull Out Of The Iran Deal!","2018-05-09T23:14:07Z","fox"
"1267","UN urges Myanmar to punish perpetrators of Rohingya attacks","2018-05-09T23:12:43Z","fox"
"1268","Cotton: Gina Haspel has been keeping US safe for 30 years","2018-05-09T23:11:59Z","fox"
"1269","Dog's Life: Ecuador retires 61 police dogs with honors","2018-05-09T23:02:50Z","fox"
"1270","Administration pushes diplomacy with Iran and North Korea","2018-05-09T22:54:26Z","fox"
"1271",": Shillue 05/09/18 Third Hour","2018-05-09T22:45:00Z","fox"
"1272","Hume: Make no mistake, return of US detainees is important","2018-05-09T22:36:31Z","fox"
"1273","GOP breathes sigh of relief in West Virginia","2018-05-09T22:34:21Z","fox"
"1274","Trump-Kim summit expected to take place in Singapore in early June","2018-05-09T22:26:48Z","fox"
"1275","Trump administration working on replacement for Iran deal","2018-05-09T22:21:02Z","fox"
"1276","Nunes, Gowdy invited to Justice Department on Thursday","2018-05-09T22:17:51Z","fox"
"1277","Arkansas mom warns parents after baby rolls off bed, bleeds half his blood volume into brain","2018-05-09T22:17:30Z","fox"
"1278","Trump touts North Korea progress, issues warning to Iran","2018-05-09T22:14:17Z","fox"
"1279","Senators question CIA director nominee Gina Haspel","2018-05-09T22:09:52Z","fox"
"1280","Secretary Pompeo meets North Korea's Kim, US prisoners freed","2018-05-09T22:07:02Z","fox"
"1281","Gutfeld on 'ladies' lingerie' elevator joke uproar","2018-05-09T21:55:21Z","fox"
"1282","Think your 'golden years' will be golden?","2018-05-09T21:51:57Z","fox"
"1283","The Latest: Israel says air raid sirens sounded in Golan","2018-05-09T21:40:13Z","fox"
"1284","Woody Harrelson recalls his college memories of Mike Pence on 'Jimmy Kimmel'","2018-05-09T21:30:22Z","fox"
"1285","Release of US detainees clears path for Trump-Kim summit","2018-05-09T21:30:16Z","fox"
"1286","Hillary Clinton crony slammed for mocking Donald Trump Jr.'s wife","2018-05-09T21:30:00Z","fox"
"1287","Nunes, Gowdy invited to DOJ for classified briefing after document demands - Fox News","2018-05-09T21:28:48Z","fox"
"1288","South Carolina high school threatens to fine families $1K if they 'yell out' cheers during graduation","2018-05-09T21:28:24Z","fox"
"1289","Sen. Manchin: West Virginians don't look at me as Democrat","2018-05-09T21:20:57Z","fox"
"1290","Georgia governor candidate vows to 'round up criminal illegals' with own truck if necessary","2018-05-09T21:15:30Z","fox"
"1291","Who is Mike Braun? A look at the Indiana Senate hopeful","2018-05-09T21:13:37Z","fox"
"1292","12 Latin countries meet in El Salvador on gang threat","2018-05-09T20:59:49Z","fox"
"1293","Trump says he will meet freed Americans when they land in DC area early Thursday morning","2018-05-09T20:59:08Z","fox"
"1294","Taylor Swift calls out Kim Kardashian on tour","2018-05-09T20:58:57Z","fox"
"1295","Sen. Ernst on Haspel critics: Hyper-partisanship at its best","2018-05-09T20:58:16Z","fox"
"1296","Robert Downey Jr's 'Iron Man' costume stolen","2018-05-09T20:57:55Z","fox"
"1297","Amb. Ron Dermer: Trump has changed trajectory of Middle East","2018-05-09T20:53:43Z","fox"
"1298","AT&T and Novartis confirm payments to Michael Cohen's firm","2018-05-09T20:52:24Z","fox"
"1299","Delivery driver leaves customer with mangled face after he allegedly attacks her - Fox News","2018-05-09T20:49:47Z","fox"
"1300","Sanders directs Cohen questions to outside legal counsel","2018-05-09T20:43:56Z","fox"
"1301","Tennessee police officer buys groceries for family in need","2018-05-09T20:38:43Z","fox"
"1302","Brave Civil War soldiers final resting place in disrepair","2018-05-09T20:33:18Z","fox"
"1303","Can The Primaries Lead The Way to A GOP Victory?","2018-05-09T20:28:42Z","fox"
"1304","Sarah Sanders defends media access to Trump administration","2018-05-09T20:27:32Z","fox"
"1305","I’ll Tell You What…Birthday Edition","2018-05-09T20:27:03Z","fox"
"1306","Kurtz: Does Michael Avenatti dictate the news agenda?","2018-05-09T20:24:11Z","fox"
"1307","Why Boys Need A Place To Be Boys","2018-05-09T20:16:14Z","fox"
"1308","Cohen says document on payments to his company is inaccurate","2018-05-09T20:13:38Z","fox"
"1309","Professor Bret Weinstein on the Big Questions","2018-05-09T20:00:43Z","fox"
"1310","Mormons Say Bye To The BSA","2018-05-09T20:00:00Z","fox"
"1311","Russian tycoon known for Faberge eggs tied to Cohen payment","2018-05-09T19:50:27Z","fox"
"1312","Russia marks wartime victory at World Cup stadium","2018-05-09T19:49:25Z","fox"
"1313","Paraguay police seek arrest of president's 'soul brother'","2018-05-09T19:46:11Z","fox"
"1314","Senator Joe Manchin to vote yes on Gina Haspel","2018-05-09T19:39:41Z","fox"
"1315","Former CIA analyst on the key to dealing with North Korea","2018-05-09T19:38:18Z","fox"
"1316","Sen. McConnell: Iran deal was hopelessly flawed","2018-05-09T19:36:55Z","fox"
"1317","Napolitano: Manafort, prosecutors and the rule of law","2018-05-09T19:32:30Z","fox"
"1318","15 Israeli groups slam plan to expel Human Rights Watch rep","2018-05-09T19:28:50Z","fox"
"1319","Texas kidney recipient to get life-saving organ from stranger answering 'divine call' to donate","2018-05-09T19:24:37Z","fox"
"1320","California becomes first state to mandate solar panels on new homes","2018-05-09T19:16:25Z","fox"
"1321","Chris Stirewalt on GOP primary results","2018-05-09T19:09:01Z","fox"
"1322","Gina Haspel confirmation hearing highlights","2018-05-09T19:01:48Z","fox"
"1323","Hotel worker fired after calling black patron a 'monkey'","2018-05-09T18:57:13Z","fox"
"1324","Kinzinger on American detainees' release, Haspel hearing","2018-05-09T18:53:08Z","fox"
"1325","Sri Lanka sets up special court to hear corruption cases","2018-05-09T18:51:44Z","fox"
"1326","Journey’s Jonathan Cain: “Don’t stop believin’!”","2018-05-09T18:51:29Z","fox"
"1327","Pope marks historic mafia denunciation by St. John Paul II","2018-05-09T18:49:09Z","fox"
"1328","Detainees' release a victory for the 'Trump doctrine'?","2018-05-09T18:45:56Z","fox"
"1329","ICC prosecutor: New arrest warrants expected soon in Libya","2018-05-09T18:29:15Z","fox"
"1330","Ivy League senior presents her thesis in bra, underwear to fight 'oppressive beliefs' - Fox News","2018-05-09T18:12:36Z","fox"
"1331","Former NFL wide receiver wins GOP primary in race for House seat","2018-05-09T18:01:29Z","fox"
"1332","'Empire' star Grace Byers dishes on season finale","2018-05-09T17:53:44Z","fox"
"1333","Driver overdoses behind the wheel, causes major wreck","2018-05-09T17:43:54Z","fox"
"1334","Somalia suicide bomber strikes market, kills at least 10","2018-05-09T17:38:39Z","fox"
"1335","The Latest: Migrants head to Italy after standoff","2018-05-09T17:38:24Z","fox"
"1336","Risch will 'sleep better at night' if Haspel is confirmed","2018-05-09T17:36:37Z","fox"
"1337","Gardner: Trump set the table for success with North Korea","2018-05-09T17:27:02Z","fox"
"1338","Teacher accused of pushing 'homosexual agenda' files lawsuit","2018-05-09T17:26:21Z","fox"
"1339","Asman: Media has disdain for President Trump, praised Obama","2018-05-09T17:16:03Z","fox"
"1340","Dolly Parton surprises fans at senior home","2018-05-09T17:15:20Z","fox"
"1341","Rat attack: World's largest rodent cull clears predators from Atlantic island","2018-05-09T17:15:00Z","fox"
"1342","Florida deputy shot, killed responding to dispute over cat","2018-05-09T17:09:06Z","fox"
"1343","Germany deports suspected Islamic extremist to Tunisia","2018-05-09T17:07:59Z","fox"
"1344","Lawmakers push back on census citizenship question","2018-05-09T16:58:44Z","fox"
"1345","David Asman: Iran is taking over the Middle East","2018-05-09T16:56:17Z","fox"
"1346","Paraguay to relocate its embassy to Jerusalem, following US","2018-05-09T16:51:46Z","fox"
"1347","US soldier found guilty of sabotaging Humvee parachutes","2018-05-09T16:47:28Z","fox"
"1348","Pharmaceutical distributors apologize on Capitol Hill","2018-05-09T16:45:50Z","fox"
"1349","Firefighters find more remains in Brazil building rubble","2018-05-09T16:44:17Z","fox"
"1350","Kenya: 132 dead since March as seasonal rains cause floods","2018-05-09T16:43:19Z","fox"
"1351","Greece allows same-sex couples to foster children","2018-05-09T16:33:07Z","fox"
"1352","Kilmeade 05/09/18 First Hour","2018-05-09T16:30:00Z","fox"
"1353","Ukrainian nationalists pour foul fluid on Russian official","2018-05-09T16:26:28Z","fox"
"1354","Hamas leader: Next week's protests will be 'decisive'","2018-05-09T16:26:16Z","fox"
"1355","Brazen thief tries to steal exotic bird from pet store","2018-05-09T16:23:10Z","fox"
"1356","Dr. Oz ready to tackle new topics","2018-05-09T16:23:10Z","fox"
"1357","Small blast at busy Brussels Midi station; no injuries","2018-05-09T16:22:29Z","fox"
"1358","Pompeo returning from North Korea with American detainees","2018-05-09T16:20:47Z","fox"
"1359","Nobel Prize? Trump: Prize I want is victory for the world","2018-05-09T16:14:15Z","fox"
"1360","NBC executives declare they didn't know about Matt Lauer's pervy behavior in highly defensive internal review findings","2018-05-09T16:07:39Z","fox"
"1361","New Armenian leader visits disputed Karabakh region","2018-05-09T16:05:56Z","fox"
"1362","Second Rutgers University student found dead on campus just days after unexplained death - Fox News","2018-05-09T16:01:42Z","fox"
"1363","Harris presses Haspel over enhanced interrogation techniques","2018-05-09T15:58:42Z","fox"
"1364","Schneiderman faces criminal investigation over abuse claims","2018-05-09T15:55:45Z","fox"
"1365","Meghan Markle's 'humble' pre-Hollywood beginnings revealed - Fox News","2018-05-09T15:51:28Z","fox"
"1366","Denver mayor says son has apologized to officer for outburst","2018-05-09T15:46:33Z","fox"
"1367","Utah girl, 15, was on phone with mom when she was 'brutally attacked' and killed; person of interest sought - Fox News","2018-05-09T15:44:40Z","fox"
"1368","Napolitano: Why Michael Cohen could be indicted","2018-05-09T15:41:03Z","fox"
"1369","Google suspends all ads related to Irish abortion referendum","2018-05-09T15:40:00Z","fox"
"1370","Britain's Prince Charles in Greece for 3-day official visit","2018-05-09T15:34:48Z","fox"
"1371","New Zealand fisherman reels in 321-pound marlin too big for his boat","2018-05-09T15:33:31Z","fox"
"1372","Alan Thicke’s widow: Thicke sons are keeping me out","2018-05-09T15:24:36Z","fox"
"1373","Thousands mourn Mozambique rebel leader as talks to press on","2018-05-09T15:18:20Z","fox"
"1374","How the Sun is going to die","2018-05-09T15:18:00Z","fox"
"1375","Keith Urban on new tour, duet with wife Nicole Kidman","2018-05-09T15:17:33Z","fox"
"1376","ESPN star Jemele Hill says reported summit between Trump and Kaepernick 'really about a photo op' - Fox News","2018-05-09T15:16:34Z","fox"
"1377","Haspel: I absolutely was an advocate for destroying tapes","2018-05-09T14:59:20Z","fox"
"1378","Texas art teacher sues school district after being accused of promoting 'homosexual agenda' - Fox News","2018-05-09T14:55:10Z","fox"
"1379","Samantha Bee in damage control over Schneiderman praise","2018-05-09T14:53:57Z","fox"
"1380","Gene Wilder wanted his legacy to be more than 'Willy Wonka'","2018-05-09T14:48:08Z","fox"
"1381","Haspel: CIA must act consistent with American values","2018-05-09T14:43:15Z","fox"
"1382","Haspel: We must make CIA as effective as it can possibly be","2018-05-09T14:34:58Z","fox"
"1383","Haspel: CIA won't restart detention, interrogation program","2018-05-09T14:33:31Z","fox"
"1384","3 Mexican soldiers killed, 3 wounded in attack","2018-05-09T14:29:20Z","fox"
"1385","Analysis: Crumbling of nuclear deal boosts Iran hard-liners","2018-05-09T14:14:27Z","fox"
"1386","Kat Von D announces she is pregnant with first child - Fox News","2018-05-09T14:10:13Z","fox"
"1387","11-year-old leaps from moving SUV in attempted carjacking","2018-05-09T14:01:32Z","fox"
"1388","Teen chases down runaway horse on Maryland highway","2018-05-09T14:00:50Z","fox"
"1389","Rachel Crooks, who accused Trump of sexual misconduct, wins Dem nomination for Ohio legislature - Fox News","2018-05-09T13:55:17Z","fox"
"1390","Trump administration finds success in bringing home detained Americans","2018-05-09T13:51:18Z","fox"
"1391","Sen. Barrasso: Trump is reasserting American leadership","2018-05-09T13:42:47Z","fox"
"1392","Shampoo containing brittle bones drug allegedly 'triggers hair growth' - Fox News","2018-05-09T13:41:20Z","fox"
"1393","Alan Thicke's widow claims late actor's sons are spending trust, keeping her from inheritance - Fox News","2018-05-09T13:32:01Z","fox"
"1394","North Korea, Trump have more than nukes to discuss at historic sit-down, experts say","2018-05-09T13:30:00Z","fox"
"1395","New York Times slams AWOL Pompeo, then learns he was rescuing Americans","2018-05-09T13:22:04Z","fox"
"1396","North Korea blasts US with threatening statement even as Pompeo meets with officials to finalize Trump summit","2018-05-09T13:22:00Z","fox"
"1397","A look at the 3 Americans released by North Korea","2018-05-09T13:19:38Z","fox"
"1398","David Bossie: Peace through strength works","2018-05-09T13:18:02Z","fox"
"1399","California man offers truck, kidney to anyone who can help save dying wife","2018-05-09T13:17:48Z","fox"
"1400","North Korea releases 3 US detainees, shows Trump's 'get tough' policy is working","2018-05-09T13:16:27Z","fox"
"1401","Jerry Seinfeld not interested in doing Trump jokes","2018-05-09T13:15:20Z","fox"
"1402","Italy's 5-Stars, League try again to form govt, ask for time","2018-05-09T13:14:58Z","fox"
"1403","President Trump: North Korea releases 3 US detainees","2018-05-09T13:07:57Z","fox"
"1404","Survey shows unemployment, poverty on Western Balkans' Roma","2018-05-09T13:05:00Z","fox"
"1405","Denver mayor says officer 'didn't deserve' son's foul-mouthed outburst during traffic stop - Fox News","2018-05-09T13:00:13Z","fox"
"1406","3 US captives held in North Korea on way home with Pompeo","2018-05-09T12:48:28Z","fox"
"1407","Berlin court upholds ban on teacher's headscarf in classroom","2018-05-09T12:42:06Z","fox"
"1408","3 Americans detained in North Korea 'in good health' and on their way back to US, Trump says","2018-05-09T12:38:38Z","fox"
"1409","Study: Trump TV coverage is 91 percent negative","2018-05-09T12:29:08Z","fox"
"1410","National forecast for Wednesday, May 9","2018-05-09T12:26:24Z","fox"
"1411","Turkish prosecutors seek life terms for coup ringleaders","2018-05-09T12:12:45Z","fox"
"1412","Councilwoman won't say the Pledge of Allegiance","2018-05-09T12:11:34Z","fox"
"1413","Lahren: California will not tolerate lawlessness anymore","2018-05-09T12:10:26Z","fox"
"1414","Bolton: Not in US strategic interest to stay in Iran deal","2018-05-09T11:59:47Z","fox"
"1415","Sen. Tom Cotton: Haspel will be the next CIA director","2018-05-09T11:57:39Z","fox"
"1416","Not so sweet: Tanker truck crash spills liquid chocolate onto highway","2018-05-09T11:51:42Z","fox"
"1417","First lady sees surge in popularity numbers","2018-05-09T11:44:14Z","fox"
"1418","Spain moves to block election of separatist ex-Catalan chief","2018-05-09T11:43:05Z","fox"
"1419","What the primary results mean for the midterm elections","2018-05-09T11:41:24Z","fox"
"1420","Magnitude 6.2 earthquake rocks Afghanistan, Pakistan","2018-05-09T11:34:34Z","fox"
"1421","9/11 planner wants to share information about Haspel","2018-05-09T11:30:28Z","fox"
"1422","Soros continues massive cash offensive in Florida - Fox News","2018-05-09T11:24:32Z","fox"
"1423","Blast kills 2 paramilitary soldiers in India's northeast","2018-05-09T10:59:58Z","fox"
"1424","US Rep. Robert Pittenger loses North Carolina primary - Fox News","2018-05-09T10:55:28Z","fox"
"1425","China says stealth fighter conducts first training over sea","2018-05-09T10:51:44Z","fox"
"1426","Africa's ""flying doctors"" awarded with Spain's top prize","2018-05-09T10:49:46Z","fox"
"1427","Myanmar whistleblower police officer says jailing a warning","2018-05-09T10:34:30Z","fox"
"1428","Democrats trying to derail Gina Haspel confirmation","2018-05-09T10:22:32Z","fox"
"1429","What do primary victories mean for November?","2018-05-09T10:20:26Z","fox"
"1430","Trump nukes Iran deal, what does it mean going forward?","2018-05-09T10:15:30Z","fox"
"1431","Amnesty says London gangs database is discriminatory","2018-05-09T10:13:24Z","fox"
"1432","Hundreds protest attack on journalist in Montenegro","2018-05-09T10:12:54Z","fox"
"1433","Florida widow arrested in 2000 cold-case murder of husband - Fox News","2018-05-09T10:10:28Z","fox"
"1434","Kim breaks with his flight-phobic father, travels by plane","2018-05-09T10:02:50Z","fox"
"1435","Loud booms in Saudi Arabia's capital as military intercepts missiles from Yemen: report","2018-05-09T10:00:00Z","fox"
"1436","German Cabinet approves new rules on migrant reunions","2018-05-09T09:41:04Z","fox"
"1437","Pompeo expected to return from North Korea with 3 American detainees, South Korean official says","2018-05-09T09:29:31Z","fox"
"1438","Greece: 50 migrants rescued after being held hostage","2018-05-09T09:17:50Z","fox"
"1439","Paul Newman was determined to help veterans in need, says close friend","2018-05-09T09:11:16Z","fox"
"1440","FOX NEWS FIRST: Trump nukes Iran deal and Obama legacy; Round-up of primary results; Trump CIA pick faces grilling - Fox News","2018-05-09T09:08:30Z","fox"
"1441","Gene Wilder wanted to be remembered more for 'Young Frankenstein' than 'Willy Wonka,' author claims - Fox News","2018-05-09T09:03:31Z","fox"
"1442","The FOX News Rundown 5/9/2018","2018-05-09T09:00:01Z","fox"
"1443","Haspel faces tough confirmation hearing for CIA as fellow intel officials rush to her defense","2018-05-09T09:00:00Z","fox"
"1444","9/11 alleged mastermind comes out against Haspel's nomination as next CIA chief","2018-05-09T08:58:34Z","fox"
"1445","Lithuania welcomes decision to remove Soviet-themed shirt","2018-05-09T08:46:44Z","fox"
"1446","Lack of substance: Media liberals say 'Trump Porn' is hurting them too - Fox News","2018-05-09T08:08:42Z","fox"
"1447","The Latest: Loud explosions heard in Afghan capital","2018-05-09T07:54:33Z","fox"
"1448","CDC boss takes $165G pay cut after criticism over record-setting salary - Fox News","2018-05-09T07:17:30Z","fox"
"1449","Mormons to end long association with Boy Scouts of America - Fox News","2018-05-09T07:00:08Z","fox"
"1450","The Latest: 6 killed in Indonesia prison riot","2018-05-09T06:42:00Z","fox"
"1451","N Carolina GOP congressman is first incumbent to lose seat - Fox News","2018-05-09T06:40:29Z","fox"
"1452","Nuclear deal's opponents seek tougher stance on Iran","2018-05-09T06:35:36Z","fox"
"1453","The Latest: Pompeo meets top N. Korean official in Pyongyang","2018-05-09T06:33:05Z","fox"
"1454","Iran preparing to up spending on ballistic missile program after US nuke deal exit, official says","2018-05-09T06:29:11Z","fox"
"1455","Netanyahu to meet Putin amid new round of Syria strikes","2018-05-09T06:02:27Z","fox"
"1456","The Latest: Delta flight evacuated because of smoke in cabin","2018-05-09T05:59:45Z","fox"
"1457","Pompeo in NKorea to finalize summit, seek Americans' release","2018-05-09T05:52:15Z","fox"
"1458","EU urges China to create 'level playing field' for business","2018-05-09T05:45:07Z","fox"
"1459","A guide to Malaysia's general election on Wednesday","2018-05-09T05:30:04Z","fox"
"1460","The Latest: Iran media weighs Trump's nuclear deal pullout","2018-05-09T05:27:58Z","fox"
"1461","Legalizing marijuana could lead to police K9 dogs being killed, Illinois official warns - Fox News","2018-05-09T05:21:04Z","fox"
"1462","Iranian lawmakers set paper US flag ablaze at parliament","2018-05-09T05:19:59Z","fox"
"1463","Duke official's compliant about rap music gets 2 coffee shop employees fired: reports - Fox News","2018-05-09T05:15:23Z","fox"
"1464","5 lawmakers leave Australian Parliament due to foreigner ban","2018-05-09T05:09:51Z","fox"
"1465","Magnitude 5.5 quake rattles NW Pakistan, no word on damage","2018-05-09T04:22:50Z","fox"
"1466","Official: Taliban capture 2nd district compound in 2 days","2018-05-09T03:51:13Z","fox"
"1467","BuzzFeed releases CIA documents ahead of Haspel hearing","2018-05-09T03:47:25Z","fox"
"1468","Daniels' lawyer claims Cohen got $500K from Russian oligarch","2018-05-09T03:38:27Z","fox"
"1469","Vietnam asks China to withdraw missiles from South China Sea","2018-05-09T03:31:14Z","fox"
"1470","Obama criticizes Trump's decision to exit Iran deal","2018-05-09T03:27:27Z","fox"
"1471","Mike Braun to face Democratic Sen. Joe Donnelly in Indiana","2018-05-09T03:16:23Z","fox"
"1472","DeWine, Cordray to meet in Ohio gubernatorial race","2018-05-09T03:14:22Z","fox"
"1473","Morrisey beats Jenkins, Blankenship in West Virginia","2018-05-09T03:11:42Z","fox"
"1474","Haley fights France's push for legally binding treaty on fundamental principles of environmental law","2018-05-09T02:45:00Z","fox"
"1475","Exclusive: John Bolton on Iran deal exit, North Korea","2018-05-09T02:38:04Z","fox"
"1476","Morrisey pulls off upset in W.Va. Senate primary, as Indiana's Braun and Ohio's Renacci win nominations - Fox News","2018-05-09T02:33:54Z","fox"
"1477","Philippine chief justice returns to office amid ouster moves","2018-05-09T02:25:40Z","fox"
"1478","Former college football player convicted of murdering ex-girlfriend - Fox News","2018-05-09T02:21:13Z","fox"
"1479","Pelosi says Dems will work to roll back Trump tax cuts if they retake Congress","2018-05-09T02:20:35Z","fox"
"1480","USS Fitzgerald officer pleads guilty in collision that killed 7 sailors","2018-05-09T02:15:00Z","fox"
"1481","Police: Inmates, officers hurt in Indonesia prison riot","2018-05-09T02:04:23Z","fox"
"1482","Digital jihad: ISIS, Al Qaeda seek a cyber caliphate to launch attacks on US","2018-05-09T02:01:00Z","fox"
"1483","Mayor seeking state assembly seat slain in southern Mexico","2018-05-09T01:58:07Z","fox"
"1484","Patrick Morrisey wins West Virginia Senate GOP primary","2018-05-09T01:56:57Z","fox"
"1485","No-Canada! Mariners' Paxton pitches no-hitter in Toronto","2018-05-09T01:56:30Z","fox"
"1486","The Latest: China, Japan, South Korea open three-way summit","2018-05-09T01:46:49Z","fox"
"1487","Gorka, Bongino on US exit from Iran deal","2018-05-09T01:42:04Z","fox"
"1488","Scalise turns up the heat on Attorney General Jeff Sessions","2018-05-09T01:36:53Z","fox"
"1489","Rep. Jim Renacci wins Ohio Senate GOP primary","2018-05-09T01:29:28Z","fox"
"1490","Hannity: President Trump puts Iran on notice","2018-05-09T01:26:03Z","fox"
"1491","Canada to apologize for turning away Nazi era ship of Jews","2018-05-09T01:06:19Z","fox"
"1492","Michael Cohen-linked firm received big payments from Russian oligarch, report says","2018-05-09T01:02:02Z","fox"
"1493","Whitlock: Why Kanye's Trump tweet was an all-time best","2018-05-09T00:58:30Z","fox"
"1494","Benson and Harf 05/08/18","2018-05-09T00:45:00Z","fox"
"1495","The Latest: Lines grow at polling booths for Malaysia vote","2018-05-09T00:41:12Z","fox"
"1496","Hume's take: Trump withdraws from Iran nuke deal","2018-05-09T00:32:07Z","fox"
"1497","Trump withdraws US from Iran deal: What's next?","2018-05-09T00:30:20Z","fox"
"1498","Malaysians queue to vote in hotly contested election","2018-05-09T00:25:49Z","fox"
"1499","Schneiderman's fall exposes liberals, #MeToo movement","2018-05-09T00:25:47Z","fox"
"1500","Leaders of Japan, China, SKorea hold talks focused on NKorea","2018-05-09T00:24:01Z","fox"
"1501","DeWine, Cordray win Ohio gubernatorial primaries","2018-05-09T00:22:54Z","fox"
"1502","The Latest: Pompeo in North Korea for pre-summit meetings","2018-05-09T00:14:33Z","fox"
"1503","Tucker: Not surprising champions of women protected abuser","2018-05-09T00:10:39Z","fox"
